1.525916431743613799e+00,0.000000000000000000e+00,2.670353755551324149e+00,0.000000000000000000e+00
1.529505017007749101e+00,-2.323627744019733557e-04,2.656054034316744250e+00,-4.160239358474158490e-04
1.533033351043903592e+00,-4.429221910845760040e-04,2.641706760410838850e+00,-7.855742135092480798e-04
1.536501734352416770e+00,-6.325288865088834860e-04,2.627314979845700726e+00,-1.111581142822404234e-03
1.539910542825848827e+00,-8.020054018726621584e-04,2.612881562007514979e+00,-1.396807015665175013e-03
1.543260227485453440e+00,-9.521720787982911787e-04,2.598409300183255333e+00,-1.643942262419688209e-03
1.546551310926654876e+00,-1.083838630065582552e-03,2.583900881581202125e+00,-1.855576344626571911e-03
1.549784380253680371e+00,-1.197802081768513383e-03,2.569358885653217239e+00,-2.034195788347028210e-03
1.552960086931025163e+00,-1.294843825555140691e-03,2.554785772635790764e+00,-2.182172915689592312e-03
1.556079131773133284e+00,-1.375728496994236888e-03,2.540183893335841159e+00,-2.301774835423341971e-03
1.559142265898454394e+00,-1.441203316206274981e-03,2.525555485786392662e+00,-2.395160216337367635e-03
1.562150283322784272e+00,-1.491995017360384047e-03,2.510902670870384767e+00,-2.464374763834106721e-03
1.565104019284122350e+00,-1.528810300302131924e-03,2.496227455899020953e+00,-2.511354687425336202e-03
1.568004342124462047e+00,-1.552333971119907070e-03,2.481531735666791416e+00,-2.537927480664926416e-03
1.570852145697324564e+00,-1.563228159130362590e-03,2.466817297525412123e+00,-2.545816716135273269e-03
1.573648356645962032e+00,-1.562133345773318886e-03,2.452085817697939873e+00,-2.536638620331332222e-03
1.576393926451576277e+00,-1.549667571532965934e-03,2.437338866692746908e+00,-2.511907189094483850e-03
1.579089807062897144e+00,-1.526423604417430661e-03,2.422577924208894284e+00,-2.473048192410270702e-03
1.581736980187421038e+00,-1.492972265020823391e-03,2.407804360882619843e+00,-2.421382006103351466e-03
1.584336427993772167e+00,-1.449861049808926720e-03,2.393019464238776095e+00,-2.358148407033404392e-03
1.586889138759360440e+00,-1.397614196216417177e-03,2.378224432897570573e+00,-2.284501009999083572e-03
1.589396113390757925e+00,-1.336733187972532827e-03,2.363420371516506080e+00,-2.201502454266202925e-03
1.591858340794076732e+00,-1.267697979192231993e-03,2.348608321682225331e+00,-2.110154210374055352e-03
1.594276820135282380e+00,-1.190965228716033084e-03,2.333789231558038857e+00,-2.011367244842754594e-03
1.596652535352248270e+00,-1.106972322905188603e-03,2.318963997767537588e+00,-1.906002614608226032e-03
1.598986473007215192e+00,-1.016134196946395091e-03,2.304133434771813427e+00,-1.794841769682051311e-03
1.601279612048438272e+00,-9.188452012534497259e-04,2.289298292570167703e+00,-1.678603719485565176e-03
1.603532918375054406e+00,-8.154813875022694832e-04,2.274459270532212862e+00,-1.557958490275924805e-03
1.605747346417256249e+00,-7.063997087048925387e-04,2.259617012913088807e+00,-1.433522758800187622e-03
1.607923838562004271e+00,-5.919386105323247525e-04,2.244772111452402630e+00,-1.305862382962516381e-03
1.610063328122473658e+00,-4.724188361498204460e-04,2.229925104686252713e+00,-1.175491763097980284e-03
1.612166728983503772e+00,-3.481447066841891324e-04,2.215076493891672271e+00,-1.042889296913484219e-03
1.614234942322221977e+00,-2.194040684298607111e-04,2.200226735282452495e+00,-9.084898287630438236e-04
1.616268856005866450e+00,-8.646893786826404763e-05,2.185376242815417314e+00,-7.726873819191111201e-04
1.618269339171936272e+00,5.040331741837004260e-05,2.170525398227281411e+00,-6.358448987355020277e-04
1.620237245803984427e+00,1.909696406132356972e-04,2.155674548003970070e+00,-4.982912982114627836e-04
1.622173412407031945e+00,3.350005318029286366e-04,2.140824008536331480e+00,-3.603264926067550346e-04
1.624078657946809168e+00,4.822794381563831460e-04,2.125974068143950735e+00,-2.222233533318284391e-04
1.625953784862194107e+00,6.326022335023267530e-04,2.111124987527308150e+00,-8.422814494801520000e-05
1.627799577355399263e+00,7.857764556630680072e-04,2.096277004275071132e+00,5.343508753897162865e-05
1.629616802341911752e+00,9.416208882964555984e-04,2.081430333070380723e+00,1.905643268135044275e-04
1.631406209518403205e+00,1.099965005195231021e-03,2.066585167394465294e+00,3.269779303725285809e-04
1.633168530600405344e+00,1.260648270708791818e-03,2.051741682683348333e+00,4.625115594744189183e-04
1.634904480719409525e+00,1.423520011487114378e-03,2.036900035102183981e+00,5.970193880898136060e-04
1.636614757273330722e+00,1.588438483337829355e-03,2.022060365888898037e+00,7.303698709620947901e-04
1.638300040199285545e+00,1.755270403054548468e-03,2.007222802540105100e+00,8.624445967625702118e-04
1.639960992317056165e+00,1.923890508716960849e-03,1.992387459823458773e+00,9.931373106520282462e-04
1.641598260251442953e+00,2.094181671532561843e-03,1.977554438390785929e+00,1.122355279418254387e-03
1.643212474523929156e+00,2.266034144320759440e-03,1.962723827054715597e+00,1.250017079332947081e-03
1.644804250000645007e+00,2.439345078204510457e-03,1.947895703807648538e+00,1.376051612049907164e-03
1.646374186713825516e+00,2.614018325875708867e-03,1.933070135505764231e+00,1.500398424029097001e-03
1.647922867702760863e+00,2.789963776266854087e-03,1.918247182666507955e+00,1.623003029492243099e-03
1.649450859370365174e+00,2.967097027651652806e-03,1.903426900126947263e+00,1.743816277779322793e-03
1.650958714821843420e+00,3.145339458657733789e-03,1.888609332805196939e+00,1.862798505595003942e-03
1.652446973022049237e+00,3.324617783762275763e-03,1.873794518201767900e+00,1.979917103128405430e-03
1.653916158512895862e+00,3.504863655108606240e-03,1.858982488043649628e+00,2.095144917057672161e-03
1.655366780478374489e+00,3.686013162921524065e-03,1.844173271023808125e+00,2.208457582460987469e-03
1.656799335343473567e+00,3.868006983434911852e-03,1.829366889306764277e+00,2.319836948696294299e-03
1.658214306376332381e+00,4.050790006017748225e-03,1.814563360234106248e+00,2.429269421669360413e-03
1.659612163916965200e+00,4.234311080104713812e-03,1.799762696911079818e+00,2.536745398629549914e-03
1.660993365099013852e+00,4.418522652565916482e-03,1.784964909745843320e+00,2.642257766538522179e-03
1.662358354898867852e+00,4.603380737963123567e-03,1.770170005355783394e+00,2.745802985597224372e-03
1.663707566332709664e+00,4.788844698839163187e-03,1.755377987091800263e+00,2.847380583281895489e-03
1.665041420719878040e+00,4.974877051563981328e-03,1.740588855401230095e+00,2.946992806695689256e-03
1.666360327643279238e+00,5.161443133031799919e-03,1.725802608939256855e+00,3.044643545981515730e-03
1.667664685522830315e+00,5.348511064946954302e-03,1.711019244101719572e+00,3.140338796256926177e-03
1.668954881963078618e+00,5.536051627087920819e-03,1.696238755082180472e+00,3.234086608372928155e-03
1.670231293980708909e+00,5.724038088300214232e-03,1.681461134188775963e+00,3.325896786272537157e-03
1.671494288120173977e+00,5.912445951613902809e-03,1.666686372511986480e+00,3.415780238544495993e-03
1.672744220749418753e+00,6.101252845151740843e-03,1.651914459984145989e+00,3.503748926360596844e-03
1.673981438452413206e+00,6.290438497934737472e-03,1.637145385092068084e+00,3.589816151352713796e-03
1.675206278215599642e+00,6.479984579123134261e-03,1.622379135193362076e+00,3.673996250770011646e-03
1.676419067599867585e+00,6.669874509001289149e-03,1.607615696909997505e+00,3.756304218054435425e-03
1.677620124903914656e+00,6.860093276434737347e-03,1.592855056508998723e+00,3.836755335701998604e-03
1.678809759570632609e+00,7.050627551092287539e-03,1.578097199234810954e+00,3.915365831053792267e-03
1.679988272332930688e+00,7.241465513492169673e-03,1.563342109665537327e+00,3.992152532483451109e-03
1.681155955424949111e+00,7.432596776303045799e-03,1.548589771751793576e+00,4.067132835085834029e-03
1.682313092741361871e+00,7.624012246710358195e-03,1.533840169055114666e+00,4.140324471409339430e-03
1.683459959790770899e+00,7.815703702669023895e-03,1.519093285929594250e+00,4.211744361645623075e-03
1.684596824182072572e+00,8.007664176101591050e-03,1.504349106071932507e+00,4.281410031098204123e-03
1.685723945721868899e+00,8.199887779191242232e-03,1.489607612900335720e+00,4.349339243045033561e-03
1.686841576548419930e+00,8.392369603224153138e-03,1.474868789703650762e+00,4.415549855509501298e-03
1.687949961279417543e+00,8.585105651030260077e-03,1.460132619681149491e+00,4.480059784499476443e-03
1.689049337074308266e+00,8.778092518366534952e-03,1.445399086624276741e+00,4.542886341865448596e-03
1.690139933823907814e+00,8.971327533113599567e-03,1.430668174435899331e+00,4.604046704955287381e-03
1.691221974289122354e+00,9.164808758569198757e-03,1.415939866998386476e+00,4.663558046337393931e-03
1.692295674191297561e+00,9.358534869237282797e-03,1.401214148369143153e+00,4.721437344411293958e-03
1.693361242314401105e+00,9.552505099723319210e-03,1.386491002792934246e+00,4.777701372187406412e-03
1.694418880567451602e+00,9.746719053792089749e-03,1.371770415019221812e+00,4.832366387957707024e-03
1.695468784057495126e+00,9.941176607802961959e-03,1.357052370415668063e+00,4.885448024747395673e-03
1.696511141209993800e+00,1.013587808019061724e-02,1.342336854504841970e+00,4.936961742743533471e-03
1.697546133809501256e+00,1.033082407503932779e-02,1.327623853210186500e+00,4.986922588866812486e-03
1.698573937053488914e+00,1.052601543215936873e-02,1.312913352871813100e+00,5.035345180847022352e-03
1.699594719586354108e+00,1.072145312906536835e-02,1.298205340343270509e+00,5.082243611876387408e-03
1.700608643499542216e+00,1.091713806791949105e-02,1.283499803282668550e+00,5.127631165024412220e-03
1.701615864406584189e+00,1.111307126510018353e-02,1.268796729762728281e+00,5.171520693102081567e-03
1.702616531442098902e+00,1.130925372520293591e-02,1.254096108414308963e+00,5.213924476808851072e-03
1.703610787264133952e+00,1.150568637712210546e-02,1.239397928464762710e+00,5.254854185412482885e-03
1.704598768045217261e+00,1.170237001180452277e-02,1.224702179768893506e+00,5.294320844179132776e-03
1.705580603394253769e+00,1.189930506137192902e-02,1.210008853048794908e+00,5.332334594548575508e-03
1.706556416388912201e+00,1.209649170106473146e-02,1.195317939706289412e+00,5.368904877456613309e-03
1.707526323540370594e+00,1.229392979660848782e-02,1.180629431838886356e+00,5.404040414710680439e-03
1.708490434733639152e+00,1.249161881283574957e-02,1.165943322306178587e+00,5.437749140087010102e-03
1.709448853170241422e+00,1.268955775543771994e-02,1.151259604751631249e+00,5.470038174312770798e-03
1.710401675229662688e+00,1.288774499456622584e-02,1.136578273739296874e+00,5.500913683729143251e-03
1.711348990401246217e+00,1.308617822207872906e-02,1.121899324758601546e+00,5.530380871774178558e-03
1.712290881257073627e+00,1.328485449351564894e-02,1.107222754145153143e+00,5.558444054890189674e-03
1.713227423311912911e+00,1.348377009931122326e-02,1.092548559168060596e+00,5.585106570049939816e-03
1.714158684908505759e+00,1.368292049476431405e-02,1.077876738058736183e+00,5.610370741008752563e-03
1.715084727020448563e+00,1.388230013798158122e-02,1.063207290097728519e+00,5.634237782998006115e-03
1.716005603005743119e+00,1.408190227779911909e-02,1.048540215732786329e+00,5.656707674131476737e-03
1.716921358718443535e+00,1.428171920907633612e-02,1.033875516398051531e+00,5.677779341747393391e-03
1.717832032240237172e+00,1.448174205796002277e-02,1.019213194632450081e+00,5.697450532784087418e-03
1.718737653700351364e+00,1.468196069193631638e-02,1.004553254117783290e+00,5.715717768520942564e-03
1.719638245091830608e+00,1.488236363789524792e-02,9.898956997110230915e-01,5.732576305091039749e-03
